X, Y, Z
7523.22,1826.82,3784.06
7519.14,1825.82,3790.52
7514.98,1824.9,3796.95
7510.75,1824.06,3803.36
7506.45,1823.3,3809.75
7502.08,1822.6,3816.11
7497.65,1821.98,3822.46
7493.16,1821.42,3828.79
7488.62,1820.92,3835.1
7484.04,1820.49,3841.4
7479.41,1820.11,3847.69
7474.74,1819.78,3853.97
7470.04,1819.51,3860.24
7465.3,1819.28,3866.5
7460.55,1819.1,3872.76
7455.76,1818.96,3879.01
7450.97,1818.86,3885.26
7446.15,1818.79,3891.51
7441.33,1818.76,3897.77
7436.51,1818.76,3904.03
7431.68,1818.78,3910.29
7426.86,1818.83,3916.56
7422.05,1818.9,3922.84
7417.25,1818.99,3929.13
7412.47,1819.09,3935.43
7407.71,1819.21,3941.75
7402.98,1819.33,3948.08
7398.28,1819.46,3954.43
7393.61,1819.59,3960.8
7388.98,1819.73,3967.19
7384.39,1819.86,3973.6
7379.85,1819.98,3980.04
7375.37,1820.1,3986.5
7370.94,1820.21,3993
7366.57,1820.3,3999.52
7362.27,1820.37,4006.07
7358.03,1820.42,4012.66
7353.86,1820.46,4019.28
7349.75,1820.49,4025.93
7345.7,1820.5,4032.6
7341.71,1820.5,4039.31
7337.78,1820.5,4046.05
7333.91,1820.48,4052.81
7330.09,1820.47,4059.6
7326.32,1820.45,4066.42
7322.6,1820.43,4073.26
7318.93,1820.42,4080.12
7315.31,1820.4,4087.01
7311.73,1820.4,4093.93
7308.19,1820.4,4100.86
7304.7,1820.41,4107.82
7301.25,1820.44,4114.79
7297.83,1820.48,4121.79
7294.45,1820.53,4128.81
7291.11,1820.6,4135.84
7287.8,1820.7,4142.9
7284.51,1820.81,4149.97
7281.26,1820.95,4157.05
7278.03,1821.12,4164.15
7274.83,1821.31,4171.27
7271.66,1821.54,4178.4
7268.5,1821.8,4185.54
7265.37,1822.09,4192.69
7262.25,1822.42,4199.86
7259.15,1822.78,4207.04
7256.06,1823.19,4214.22
7252.99,1823.64,4221.42
7249.93,1824.13,4228.63
7246.87,1824.67,4235.84
7243.83,1825.26,4243.06
7240.79,1825.9,4250.28
7237.75,1826.6,4257.51
7234.71,1827.34,4264.75
7231.68,1828.15,4271.99
7228.64,1829.01,4279.23
7225.6,1829.94,4286.48
7222.56,1830.92,4293.72
7219.51,1831.97,4300.97
7216.45,1833.09,4308.22
7213.38,1834.28,4315.47
7210.29,1835.53,4322.71
7207.2,1836.87,4329.95
7204.08,1838.27,4337.19
7200.95,1839.75,4344.43
7197.8,1841.31,4351.66
7194.64,1842.95,4358.89
7191.46,1844.66,4366.11
7188.28,1846.44,4373.33
7185.09,1848.29,4380.53
7181.89,1850.21,4387.74
7178.7,1852.19,4394.93
7175.51,1854.24,4402.12
7172.33,1856.35,4409.29
7169.15,1858.52,4416.46
7165.99,1860.75,4423.62
7162.85,1863.03,4430.77
7159.72,1865.37,4437.91
7156.61,1867.76,4445.04
7153.53,1870.2,4452.15
7150.48,1872.69,4459.25
7147.46,1875.22,4466.35
7144.47,1877.8,4473.42
7141.51,1880.42,4480.49
7138.6,1883.08,4487.54
7135.73,1885.78,4494.57
7132.91,1888.52,4501.59
7130.13,1891.29,4508.59
7127.41,1894.09,4515.58
7124.75,1896.92,4522.55
7122.14,1899.78,4529.5
7119.59,1902.67,4536.44
7117.1,1905.58,4543.35
7114.69,1908.51,4550.25
7112.34,1911.47,4557.13
7110.07,1914.44,4563.99
7107.87,1917.43,4570.83
7105.75,1920.43,4577.64
7103.72,1923.45,4584.44
7101.77,1926.48,4591.21
7099.91,1929.51,4597.97
7098.14,1932.55,4604.69
7096.47,1935.6,4611.4
7094.89,1938.65,4618.08
7093.42,1941.7,4624.73
7092.04,1944.75,4631.37
7090.78,1947.79,4637.97
7089.62,1950.83,4644.55
7088.58,1953.87,4651.1
7087.65,1956.89,4657.63
7086.85,1959.91,4664.13
7086.16,1962.9,4670.6
7085.6,1965.89,4677.04
7085.15,1968.87,4683.46
7084.82,1971.83,4689.85
7084.59,1974.79,4696.23
7084.47,1977.73,4702.59
7084.45,1980.68,4708.93
7084.52,1983.62,4715.26
7084.68,1986.56,4721.59
7084.93,1989.49,4727.9
7085.26,1992.43,4734.22
7085.67,1995.37,4740.53
7086.14,1998.32,4746.84
7086.69,2001.27,4753.16
7087.3,2004.23,4759.48
7087.96,2007.2,4765.82
7088.69,2010.18,4772.16
7089.46,2013.18,4778.52
7090.27,2016.18,4784.89
7091.13,2019.21,4791.29
7092.02,2022.25,4797.7
7092.94,2025.31,4804.15
7093.89,2028.39,4810.61
7094.86,2031.5,4817.11
7095.85,2034.63,4823.64
7096.85,2037.78,4830.21
7097.86,2040.96,4836.81
7098.88,2044.17,4843.46
7099.89,2047.42,4850.14
7100.9,2050.69,4856.88
7101.9,2054,4863.66
